fullVisitorId,hits,newVisits,pageviews,totalTransactionRevenue,transactions,timeOnSite,browser_name,browser_width,browser_height,deviceCategory,operatingSystem,language,country,city,paymentMethod,itemCount
h2n35aadg7gx3y0q,50,0,1,47950.0,1,0,Chrome Mobile,360,648,Mobile Phone,Android,fr-FR,France,Chartres,CREDIT_CARD ,4
exnzxcp1y5tctz7p,58,1,8,502000.0,2,703,Chrome,2560,1297,Desktop,Windows 10,fr,Italy,Milan,PayPal ,2
3xhvxzgbv46a63pg,68,0,4,63000.0,1,295,Chrome Mobile,360,560,Mobile Phone,Android,fr-FR,France,Merris,CREDIT_CARD ,6
hcy6n5eyr03sf1h9,69,0,12,170800.0,2,299,Chrome,1536,722,Desktop,Windows 10,bg-BG,Bulgaria,Sofia,PayPal ,1
hcy6n5eyr03sf1h9,69,0,12,170800.0,2,299,Chrome,1536,722,Desktop,Windows 10,bg-BG,Bulgaria,Sofia,PayPal ,1
2rzc2x77erbhy11g,75,0,3,114000.0,1,99,Samsung Browser,412,716,Mobile Phone,Android,fr-FR,France,Paris,PayPal ,7
e02nqjrn5321w7h5,77,0,1,115000.0,1,0,Safari,1112,715,Desktop,OS X,fr,France,Sanary-sur-Mer,PayPal ,8
z58t7ztdxz0rw4bz,80,0,8,22500.0,1,513,Chrome Mobile,360,612,Mobile Phone,Android,fr,France,Paris,PayPal ,4
gfgfbe92wazrpsej,82,0,6,32500.0,1,1254,Safari,414,697,Mobile Phone,iOS,fr,France,Bordeaux,CREDIT_CARD ,4
h99fr29sf00j0b97,82,0,7,31250.0,1,889,Chrome,1536,754,Desktop,Windows 10,en-US,France,Ferney-Voltaire,CREDIT_CARD ,4
3pfbhmm7059jggrs,89,1,9,23250.0,1,456,Chrome,1920,969,Desktop,Windows 10,fr-FR,France,Chatenois,CREDIT_CARD ,4
cj1wce0k8dwqhd7g,90,1,10,62500.0,1,639,Edge,1920,937,Desktop,Windows 10,fr,France,Metz,PayPal ,5
xvsr5djefjz7t4p3,93,1,9,30000.0,1,1457,Chrome,1680,907,Desktop,Windows 10,fr-FR,France,Lille,PayPal ,4
273g06zs6vtm3y77,95,0,1,155000.0,1,0,Safari,414,719,Mobile Phone,iOS,fr,France,Colombes,CREDIT_CARD ,10
8r3jjz1sf1zkcvpv,100,0,9,56700.0,1,946,Safari,375,526,Mobile Phone,iOS,fr,France,Gouarec,CREDIT_CARD ,4
3nah8xy5azx97jd8,105,1,10,14830.0,1,1100,Samsung Browser,360,572,Mobile Phone,Android,fr-FR,France,Faches-Thumesnil,CREDIT_CARD ,4
n9yqwbfk8bwfj4jj,107,0,5,85830.0,1,2185,Chrome,1280,913,Desktop,Windows 7,fr-FR,France,Bracieux,CREDIT_CARD ,9
9a71nbb5m3qtw7tn,108,1,13,41300.0,1,644,Chrome,1536,722,Desktop,Windows 10,fr-FR,France,Cergy,CREDIT_CARD ,5
dmgbd8rtedfwk1qn,109,1,7,66860.0,1,1269,Safari,1366,934,Desktop,OS X,fr,France,Rouvres-en-Multien,CREDIT_CARD ,9
2ycc2078mqv3zxwy,117,1,7,82500.0,1,299,Chrome,1920,937,Desktop,Windows 10,fr-FR,France,Lognes,CREDIT_CARD ,11
s30s52e0a9gj5x4j,118,1,7,84170.0,1,619,Firefox,1600,778,Desktop,Windows 7,fr,France,Vitry-sur-Seine,PayPal ,9
62r280fg58kwwbb5,120,1,15,67080.0,1,1668,Chrome,1280,578,Desktop,Windows 10,fr-FR,France,Grisy-Suisnes,CREDIT_CARD ,5
00w1e6wdzjfkep6g,121,1,13,42500.0,1,1230,Safari,1320,748,Desktop,OS X,fr,France,Montebourg,PayPal ,4
nr8yggtce6vpmvnr,123,1,9,95830.0,1,741,Chrome,1536,722,Desktop,Windows 10,fr-FR,France,Lisieux,PayPal ,10
09asdkr7jv9d0kkw,136,0,16,42500.0,1,2161,Chrome,1920,937,Desktop,Windows 10,en-US,France,Aix-en-Provence,PayPal ,5
3z07fszd27kvv1je,137,1,11,86660.0,1,1644,Safari,375,553,Mobile Phone,iOS,fr,France,Strasbourg,CREDIT_CARD ,10
d79qq7rz4b0xdnbg,138,1,11,75750.0,1,1018,Safari,375,635,Mobile Phone,iOS,fr,France,Melun,CREDIT_CARD ,10
kn4e6s6ks9b0mnyb,138,1,18,61000.0,1,1314,Chrome Mobile,1280,712,Tablet,Android,fr,France,Villeurbanne,CREDIT_CARD ,6
bt1xyh3zpbmnnhe7,139,1,20,28330.0,1,1433,Firefox,1366,654,Desktop,Windows 10,fr,France,Châtenay-Malabry,CREDIT_CARD ,4
tky1v3d7ptkweghw,140,0,11,76750.0,1,2061,Firefox,1871,907,Desktop,OS X,de,Germany,Hamburg,CREDIT_CARD ,10
hgedyhp9yar86wn1,141,1,19,66670.0,1,1103,Chrome Mobile,412,756,Mobile Phone,Android,fr,France,Paris,CREDIT_CARD ,9
9zxv6vshxhyhygbx,146,1,9,79490.0,1,603,Edge,1600,789,Desktop,Windows 10,fr,France,Sauvian,CREDIT_CARD ,11
yex6dnja1y1wsf7j,149,0,14,62000.0,1,736,Chrome Mobile,360,665,Mobile Phone,Android,fr,France,Angoulême,PayPal ,7
fsw38a77es112pf2,156,0,15,82600.0,1,811,Chrome,1278,666,Desktop,OS X,fr-FR,France,Saint-Chamond,CREDIT_CARD ,11
wf09h8tfghcn9wpk,159,1,17,67500.0,1,1947,Safari,1161,814,Desktop,OS X,fr,France,Paris,PayPal ,9
ykaw5y3rkp7arabv,160,1,18,112240.0,1,893,Chrome,1680,895,Desktop,OS X,en-US,France,Paris,CREDIT_CARD ,11
vvm9mw72cjwwxr40,162,1,17,86010.0,1,1475,Edge,1600,789,Desktop,Windows 10,fr,France,Lyon,CREDIT_CARD ,11
cp9mr7m24p1xq0r5,162,1,12,82090.0,1,655,Samsung Browser,360,630,Mobile Phone,Android,fr-CH,France,Cluses,PayPal ,11
cjhtdmegzxrc4tyg,162,1,14,85330.0,1,485,Firefox,1366,654,Desktop,Windows 10,fr,France,Paris,CREDIT_CARD ,11
d3ygk2378m04gvgk,173,1,15,74000.0,1,1229,Safari,375,553,Mobile Phone,iOS,fr,France,Lyon,CREDIT_CARD ,11
g8j00ext3wncvq06,173,0,8,121000.0,1,736,Edge,1600,827,Desktop,Windows 10,fr,France,Rognac,CREDIT_CARD ,12
dzavcdwqnma1k970,174,1,19,123330.0,1,580,Chrome Mobile,412,718,Mobile Phone,Android,fr,France,Paris,PayPal ,10
5a00yekmp4mgrsf6,175,1,20,95830.0,1,1895,Chrome Mobile,412,718,Mobile Phone,Android,en-GB,France,Aix-en-Provence,CREDIT_CARD ,9
18092320581316614,181,0,16,86000.0,1,750,Samsung Browser,360,520,Mobile Phone,Android,fr-FR,France,Guenange,PayPal ,11
va7rndvzmy7skwvx,182,1,26,99750.0,1,2411,Chrome,1366,576,Desktop,Windows 7,fr-FR,France,Paris,CREDIT_CARD ,6
g28y9sm96f3c2m13,189,0,22,75840.0,1,1575,Safari,1411,780,Desktop,OS X,fr-fr,France,Annemasse,CREDIT_CARD ,10
7737bvty7zhz5xp7,189,1,17,164980.0,1,623,Firefox,1759,819,Desktop,Windows 10,fr,France,Bayonne,PayPal ,12
7m3qb6j95cmxr6pp,189,1,33,81000.0,1,2204,Firefox,1366,604,Desktop,Windows 10,fr,France,Caen,CREDIT_CARD ,4
zb8xchbn5bg1yr55,194,0,18,224170.0,1,836,Chrome,1440,744,Desktop,OS X,en-GB,France,Paris,CREDIT_CARD ,12
kjanf9cqeyg31s24,194,0,19,87500.0,1,1261,Safari,1024,665,Desktop,OS X,fr,France,,PayPal ,11
2qw842bn23t1yabg,198,0,22,71670.0,1,919,Chrome,1522,732,Desktop,Windows 10,fr-FR,France,Vedene,CREDIT_CARD ,9
cps9v1jn0gs8nzqp,199,1,21,109680.0,1,1808,Safari,1045,758,Desktop,OS X,en,France,Seysses,PayPal ,8
xdaqkvx8pf6bbsba,200,0,28,75000.0,1,4173,Safari,375,553,Mobile Phone,iOS,fr,France,Saumur,CREDIT_CARD ,9
h2n35aadg7gx3y0q,204,1,36,47950.0,1,1938,Chrome Mobile,360,648,Mobile Phone,Android,fr-FR,France,Chartres,CREDIT_CARD ,4
pjefz2n1vk1ke820,208,0,26,143750.0,1,1315,Chrome Mobile,360,512,Mobile Phone,Android,fr,France,Amiens,CREDIT_CARD ,11
4sx9aeqa5g0bebab,218,1,28,69500.0,1,2577,Chrome,1366,657,Desktop,Windows 10,fr-FR,France,Élancourt,CREDIT_CARD ,11
vqdxcsyxcg09dznm,220,0,27,67010.0,1,871,Edge,1360,657,Desktop,Windows 10,fr,France,Saint-Hilaire-de-Loulay,CREDIT_CARD ,11
wg70ty34v23nv8hf,221,0,25,110920.0,1,2325,Chrome Mobile,360,659,Mobile Phone,Android,fr,France,Pontault-Combault,CREDIT_CARD ,11
fyw5eqj99xc513nh,223,0,21,229660.0,1,3132,Samsung Browser,360,625,Mobile Phone,Android,fr-FR,France,,CREDIT_CARD ,13
b4m5h3bb0h6v2wyv,238,1,27,90000.0,1,908,Chrome,1252,1153,Desktop,OS X,fr-FR,France,Les Sables-d'Olonne,CREDIT_CARD ,11
2jswpr36kncnb01e,249,1,32,67490.0,1,1314,Chrome,1656,796,Desktop,Windows 10,fr-FR,France,Melun,CREDIT_CARD ,11
qd3xykrj69p8mc5r,256,1,15,129580.0,1,1488,Chrome,1226,777,Desktop,Windows 7,fr-FR,France,,CREDIT_CARD ,11
x2176d2vkcevx0mz,261,1,33,73330.0,1,3916,Firefox,1680,908,Desktop,Windows 10,fr,France,Villeneuve-le-Roi,PayPal ,11
dkf8ryf7zjt1va34,262,1,47,45000.0,1,2308,Chrome,1600,789,Desktop,Windows 10,fr-FR,France,Thonon-les-Bains,CREDIT_CARD ,4
thrk9t4ns3gj7zx2,265,0,19,69860.0,1,2234,Safari,1024,623,Tablet,iOS,fr,France,Albertville,CREDIT_CARD ,9
531g0mpaqz1j9r4c,269,1,42,87200.0,1,1409,Chrome,815,624,Desktop,Windows 10,fr-FR,France,Genas,CREDIT_CARD ,12
3ag671sahrr6bx8a,275,0,21,77500.0,1,1839,Chrome Mobile,360,657,Mobile Phone,Android,fr-FR,France,Paris,CREDIT_CARD ,10
19082311455763672,281,0,37,218000.0,1,1982,Samsung Browser,1280,680,Tablet,Android,fr-FR,France,Feytiat,CREDIT_CARD ,12
zqv3ned6ewh8qx9t,309,1,41,88130.0,1,2397,Chrome,1600,757,Desktop,Windows 10,fr-FR,France,Chateau-Gontier,PayPal ,13
13d5m6c7mn9mjdfd,328,1,52,53330.0,1,3342,Chrome,1266,593,Desktop,Windows 10,fr-FR,Luxembourg,,CREDIT_CARD ,4
gz7a4pc6vgz8h2ad,666,0,89,328320.0,1,4142,Safari,375,526,Mobile Phone,iOS,fr,France,Paris,PayPal ,18
19102619314624141,9,1,7,50950.0,1,189,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,1
19102701501615218,9,1,7,50950.0,1,206,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,1
19102619450463961,9,1,8,50950.0,1,235,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,1
19102701454548534,9,1,7,49950.0,1,209,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,1
19102701352321787,9,1,7,50950.0,1,231,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,GIFT_CERTIFICATE CREDIT_CARD ,1
19102619523675153,9,1,8,84950.0,1,189,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,2
19102701402601115,9,1,7,50950.0,1,239,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,GIFT_CERTIFICATE CREDIT_CARD ,1
19102602121588033,10,1,9,50950.0,1,271,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,GIFT_CERTIFICATE GIFT_CERTIFICATE ,1
19102602035603895,10,1,9,84950.0,1,252,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,2
19102602012157791,10,1,9,50950.0,1,258,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,Den Helder,GIFT_CERTIFICATE PayPal ,1
19102602081022934,10,1,7,52950.0,1,205,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,2
19102601234259605,10,1,8,50950.0,1,156,Safari,375,635,Mobile Phone,iOS,en-US,Ireland,Dundalk,CREDIT_CARD ,1
19102605315095154,10,1,8,50950.0,1,164,Safari,375,635,Mobile Phone,iOS,en-US,Ireland,Dublin,CREDIT_CARD ,1
19102619383795313,10,1,9,52950.0,1,236,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,2
19102701514083498,10,1,9,50950.0,1,230,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,1
19102701430224091,10,1,9,50950.0,1,231,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,Den Helder,CREDIT_CARD ,1
19102701585251798,10,1,9,50950.0,1,267,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,GIFT_CERTIFICATE CREDIT_CARD ,1
19102619314536688,10,1,9,50950.0,1,228,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,GIFT_CERTIFICATE ,1
19102701403612125,10,1,9,50950.0,1,269,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,Den Helder,GIFT_CERTIFICATE CREDIT_CARD ,1
19102602084371052,10,1,7,50950.0,1,199,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,GIFT_CERTIFICATE ,1
19102520060547020,10,1,7,50950.0,1,207,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,Den Helder,CREDIT_CARD ,1
19102520030991223,10,1,7,46950.0,1,189,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,1
19102603443767036,10,1,7,50950.0,1,312,Chrome Mobile,393,658,Mobile Phone,Android,en-US,United States,,GIFT_CERTIFICATE ,1
19102603442865854,10,1,7,46950.0,1,310,Chrome Mobile,393,658,Mobile Phone,Android,en-US,United States,,CREDIT_CARD ,1
19102603310022168,10,1,7,50950.0,1,184,Chrome Mobile,393,658,Mobile Phone,Android,en-US,Ireland,Dublin,CREDIT_CARD ,1
19102701570869854,10,1,7,90000.0,1,198,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,2
19102701342776690,10,1,7,50950.0,1,204,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,1
19102701315243387,10,1,7,50950.0,1,204,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,1
19102701341762016,10,1,7,50950.0,1,236,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,GIFT_CERTIFICATE GIFT_CERTIFICATE ,1
19102603410173698,10,1,7,50950.0,1,313,Chrome Mobile,393,658,Mobile Phone,Android,en-US,United States,,PayPal ,1
19102701542244622,11,1,8,80000.0,1,228,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,2
19102602182635031,11,1,8,50950.0,1,263,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,3
19102602000043158,11,1,9,50950.0,1,255,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,1
19102602021767939,11,1,7,52950.0,1,197,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,2
19102520065105987,11,1,9,50950.0,1,219,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,PayPal ,1
19102602110178703,11,1,9,50950.0,1,258,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,5
19102520182584979,11,1,9,50950.0,1,251,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,3
19102603335210865,11,1,8,50950.0,1,377,Chrome Mobile,393,658,Mobile Phone,Android,en-US,United States,,CREDIT_CARD ,1
19102701385548244,11,1,9,50950.0,1,272,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,1
19102701472739351,11,1,8,50950.0,1,226,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,1
19102701355761409,11,1,9,46950.0,1,246,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,1
19102701495870491,11,1,9,52950.0,1,253,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,2
19102602085075820,12,1,8,95950.0,1,253,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,2
19102603470719290,12,1,8,95950.0,1,370,Chrome Mobile,393,658,Mobile Phone,Android,en-US,United States,,CREDIT_CARD ,2
19102701405575009,12,1,10,95950.0,1,271,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,2
19102701562108295,12,1,10,45950.0,1,268,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,2
19102621010442692,13,1,11,73900.0,1,424,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,3
19101715145188842,18,0,17,58950.0,1,1527,Chrome,1920,977,Desktop,Windows 10,en-US,Bulgaria,Sofia,CREDIT_CARD ,2
19102618580970206,46,1,1,78000.0,1,0,Safari,375,635,Mobile Phone,iOS,fr-FR,France,Paris,CREDIT_CARD ,2
19091506261087021,47,0,13,34950.0,1,1557,Chrome,1417,733,Desktop,OS X,fr-FR,France,Lyon,CREDIT_CARD ,3
19102608141840825,49,1,11,80000.0,1,533,Chrome,1600,789,Desktop,Windows 10,fr-FR,France,Toulouse,CREDIT_CARD ,3
19021608235995713,49,0,7,33850.0,1,525,Safari,375,553,Mobile Phone,iOS,fr-FR,France,Paris,CREDIT_CARD ,3
18112121092796309,52,0,1,120000.0,1,0,Safari,375,553,Mobile Phone,iOS,fr-FR,France,Nancy,CREDIT_CARD ,2
18112011031682743,53,0,13,47950.0,1,792,Chrome Mobile,1280,679,Tablet,Android,fr-FR,France,Henanbihen,CREDIT_CARD ,1
19102521225769726,54,0,9,39950.0,1,607,Chrome Mobile,360,512,Mobile Phone,Android,fr,France,Albertville,CREDIT_CARD ,2
19102614480371310,55,1,10,120000.0,1,341,Safari,414,622,Mobile Phone,iOS,fr-FR,France,,CREDIT_CARD ,3
19102613514445460,55,1,7,85050.0,1,637,Safari,1024,642,Desktop,OS X,fr-FR,France,Paris,CREDIT_CARD ,3
19102616234535201,55,1,7,80000.0,1,605,Safari,1578,865,Desktop,OS X,fr-FR,France,Reims,CREDIT_CARD ,3
19102614465779457,56,1,12,62650.0,1,537,Safari,1024,666,Tablet,iOS,fr-FR,France,Annemasse,CREDIT_CARD ,2
19102212060882574,56,0,5,83000.0,1,134,Safari,414,764,Mobile Phone,iOS,fr-FR,France,Nancy,CREDIT_CARD ,3
19102612535847680,57,0,10,78000.0,1,554,Safari,375,635,Mobile Phone,iOS,fr-FR,France,Paris,CREDIT_CARD ,2
19083116374890818,59,0,10,120000.0,1,492,Safari,320,454,Mobile Phone,iOS,fr-FR,France,Paris,CREDIT_CARD ,3
19102700333926620,59,1,10,86700.0,1,786,Safari,375,526,Mobile Phone,iOS,fr-FR,France,Saint-Hilaire-Saint-Mesmin,CREDIT_CARD ,2
19090622032237467,59,0,6,46950.0,1,339,Samsung Browser,360,520,Mobile Phone,Android,fr-FR,France,Albertville,CREDIT_CARD ,3
19102608040634904,61,1,10,120000.0,1,492,Safari,1024,649,Desktop,OS X,fr-FR,Monaco,Monaco,CREDIT_CARD ,3
19102619031275925,61,1,10,51950.0,1,1032,Chrome,1366,625,Desktop,Windows 10,fr-FR,France,Hourtin,CREDIT_CARD ,3
19020412473196406,62,0,9,120000.0,1,960,Safari,375,553,Mobile Phone,iOS,fr-FR,France,Paris,CREDIT_CARD ,3
19102623025483248,62,1,11,120000.0,1,859,Safari,375,553,Mobile Phone,iOS,fr-FR,France,Paris,CREDIT_CARD ,3
19083112053222722,63,0,9,80000.0,1,494,Safari,1440,862,Desktop,OS X,fr-CA,France,Rennes,PayPal ,3
19102610053294816,65,1,10,120000.0,1,554,Chrome,1227,547,Desktop,OS X,fr-FR,France,,PayPal ,3
19102208321714035,65,0,19,25450.0,1,1201,Chrome,1536,760,Desktop,Windows 7,fr-FR,France,Chalons-en-Champagne,CREDIT_CARD ,3
19102610575822418,66,1,7,37450.0,1,1330,Chrome,1600,804,Desktop,Windows 7,fr,France,,CREDIT_CARD ,3
19030809052097017,66,0,18,77800.0,1,1090,Chrome,1765,924,Desktop,Windows 7,fr-FR,France,Tremolat,CREDIT_CARD ,3
19102610363242054,67,1,12,110000.0,1,878,Chrome Mobile,360,659,Mobile Phone,Android,fr,France,Suresnes,CREDIT_CARD ,3
19100317581818704,70,0,11,84900.0,1,606,Opera,1326,665,Desktop,Windows 10,zh-CN,France,Montpellier,CREDIT_CARD ,3
19102610360745961,74,1,8,120000.0,1,999,Chrome,1366,625,Desktop,Windows 10,fr-FR,France,Pressiat,CREDIT_CARD ,3
19102622404706138,76,1,14,120000.0,1,781,Safari,375,635,Mobile Phone,iOS,fr-FR,France,Paris,PayPal ,2
19102023221091224,77,0,16,80000.0,1,3104,Safari,1024,666,Tablet,iOS,en-US,France,Senlis,PayPal ,3
19052919203540501,78,0,20,120000.0,1,1063,Chrome,1920,969,Desktop,Windows 7,fr-FR,France,Rouen,CREDIT_CARD ,3
19102617165444037,80,1,22,33950.0,1,783,Safari,1024,698,Tablet,iOS,fr-FR,France,La Cote-Saint-Andre,CREDIT_CARD ,3
19090608045179445,81,0,14,187000.0,1,850,Safari,1024,694,Tablet,iOS,fr-FR,France,Thionville,CREDIT_CARD ,3
19102618404493108,82,1,6,95500.0,1,188,Chrome,1280,571,Desktop,OS X,fr,France,Bordeaux,PayPal ,4
19102612185776339,82,1,17,86000.0,1,1730,Chrome,1277,629,Desktop,OS X,es-ES,Monaco,Monaco,CREDIT_CARD ,3
19101617001713889,84,0,12,83700.0,1,704,Chrome Mobile,360,655,Mobile Phone,Android,fr-FR,France,Annemasse,PayPal ,3
19060618193050661,85,0,21,34950.0,1,968,Samsung Browser,768,896,Tablet,Android,fr-FR,France,Damgan,PayPal ,3
19081507490553142,87,0,6,90000.0,1,211,Samsung Browser,360,673,Mobile Phone,Android,fr-FR,France,Compiègne,CREDIT_CARD ,3
19102616455683914,88,1,19,148900.0,1,1743,Chrome,1440,809,Desktop,Windows Vista,fr,France,Épernay,CREDIT_CARD ,3
19081713490422518,92,0,21,71500.0,1,941,Chrome,1600,757,Desktop,Windows 10,fr-FR,France,Paris,PayPal ,3
19092415000379643,97,0,30,34850.0,1,1543,Chrome,2544,1279,Desktop,Windows 10,fr-FR,France,Yerres,CREDIT_CARD ,3
19102612185550202,97,1,23,67450.0,1,821,Firefox,1536,728,Desktop,Windows 10,fr,France,Limoges,PayPal ,3
19102621020117611,103,1,23,72450.0,1,866,Chrome,1366,625,Desktop,Windows 10,fr-FR,France,Coulommiers,PayPal ,3
19083118003803208,106,0,27,314000.0,1,759,Firefox,1600,1126,Desktop,Windows 10,fr,France,,CREDIT_CARD ,3
19022606253829935,108,0,25,81600.0,1,1479,Chrome,1415,682,Desktop,OS X,en,France,Burnhaupt-le-Bas,CREDIT_CARD ,3
19102612083248399,110,1,29,73600.0,1,3343,Chrome,1600,757,Desktop,Windows 10,fr-FR,France,Créteil,CREDIT_CARD ,3
19102621272215652,114,1,24,98900.0,1,1221,Safari,1366,950,Desktop,OS X,fr-FR,France,Ajaccio,PayPal ,2
19102616130798086,124,1,27,115000.0,1,1148,Chrome,1231,591,Desktop,Windows 10,fr-FR,France,Agen,PayPal ,3
19050819111476713,132,0,30,110950.0,1,1499,Chrome Mobile,360,560,Mobile Phone,Android,fr,France,Rantigny,CREDIT_CARD ,3
18102809224253130,158,0,49,142800.0,1,1269,Chrome,1920,937,Desktop,Windows 7,fr-FR,France,Oullins,CREDIT_CARD ,3
19090819245367006,164,0,51,68950.0,1,1663,Firefox,1600,786,Desktop,Windows 10,fr,France,Vitry-sur-Seine,CREDIT_CARD ,3
19080215221100361,182,0,38,198500.0,2,2402,Chrome,1920,969,Desktop,Windows 10,fr-FR,France,Aubenas,CREDIT_CARD ,3
19080215221100361,182,0,38,198500.0,2,2402,Chrome,1920,969,Desktop,Windows 10,fr-FR,France,Aubenas,CREDIT_CARD ,3
19101712001821689,200,0,64,171000.0,1,4280,Firefox,1147,654,Desktop,Windows 8.1,fr,France,Dinard,CREDIT_CARD ,3
19102614520675870,204,1,64,119000.0,1,2657,Safari,1240,661,Desktop,OS X,fr-FR,France,Paris,CREDIT_CARD ,3
19090122295354572,273,0,85,110500.0,1,5249,Safari,559,537,Desktop,OS X,fr-FR,France,Lyon,CREDIT_CARD ,3
19052116482857810,51,0,4,145000.0,1,443,Internet Explorer,1366,597,Desktop,Windows 10,fr-FR,France,Saint-Avold,CREDIT_CARD ,3
19100412160635206,65,0,7,204400.0,1,211,Internet Explorer,1422,1033,Desktop,Windows 7,fr-FR,France,Paris,CREDIT_CARD ,3
18092016382230538,68,0,13,86000.0,1,640,Edge,1600,596,Desktop,Windows 10,fr-FR,France,Le Mans,CREDIT_CARD ,3
19080818480162239,80,0,18,88000.0,1,1299,Edge,1280,607,Desktop,Windows 10,fr-FR,France,Le Creusot,CREDIT_CARD ,3
19102614451153381,80,1,18,125300.0,1,453,Internet Explorer,1600,752,Desktop,Windows 10,fr-FR,France,Paris,CREDIT_CARD ,5
19102612020896830,97,1,24,72000.0,1,1352,Edge,2133,1074,Desktop,Windows 10,fr-FR,France,Poey-de-Lescar,CREDIT_CARD ,3
19102619020633898,103,1,26,85000.0,1,857,Internet Explorer,1339,712,Desktop,Windows 7,fr-FR,France,Paris,CREDIT_CARD ,3
19080317143625961,115,0,23,228800.0,1,1439,Internet Explorer,1920,955,Desktop,Windows 10,fr-FR,France,Toulouse,CREDIT_CARD ,3
m263spqvf3k30tp9,36,0,1,33950.0,1,0,Chrome Mobile,393,655,Mobile Phone,Android,fr-FR,France,Roanne,CREDIT_CARD ,2
z1y0jbms53djaa6n,51,0,2,38450.0,1,1,Chrome Mobile,360,560,Mobile Phone,Android,fr-FR,France,Trappes,CREDIT_CARD ,5
19050318554484722,56,0,15,33850.0,1,666,Chrome,1280,689,Desktop,Windows 10,fr-FR,France,Tourcoing,PayPal ,2
bggvrj39t7cvmqey,59,1,6,20950.0,1,638,Safari,414,786,Mobile Phone,iOS,fr-FR,France,Vannes,PayPal ,5
m263spqvf3k30tp9,63,1,16,33950.0,1,760,Chrome Mobile,393,655,Mobile Phone,Android,fr-FR,France,Roanne,CREDIT_CARD ,2
snqfqap3vy506dry,64,0,10,32950.0,1,890,Safari,1440,837,Desktop,OS X,fr-FR,France,Athis-Mons,CREDIT_CARD ,5
w96k9aknwvdj8eqv,65,0,14,29950.0,1,720,Firefox,1366,613,Desktop,Windows 7,fr,France,Bompas,CREDIT_CARD ,5
djz9ky0bfm7dy9q9,67,1,11,79000.0,1,662,Chrome,1920,937,Desktop,Windows 10,fr-FR,France,La Mure,CREDIT_CARD ,6
19090111404245681,67,0,13,30950.0,1,1194,Safari,1133,759,Desktop,OS X,fr-FR,France,Nantes,CREDIT_CARD ,5
z4wz7fpykwk4bvfn,68,1,16,34950.0,1,883,Safari,375,553,Mobile Phone,iOS,fr-FR,France,Abbeville,CREDIT_CARD ,4
gftdye1g2z63qkq8,70,0,6,41950.0,1,638,Safari,1024,682,Tablet,iOS,fr-FR,France,Beaune,PayPal ,7
